post_num,domain,length,seeker_post,human_resp_original,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
2,work,145,"Hey I just wanted to confirm and see if this is common or its just me. I am currently managing a team in a small office. Well, I should be at least. There is no team. I'm trying to hire the team. But every time an interview gets scheduled, they don't show up. Don't call, nothing. I even do Zoom interviews if that's more convenient for them. I'm currently waiting on a candidate to join the zoom meeting while I type this ( been 10 minutes now). Even though she confirmed she would be joining at 9.02 this morning. TF is going on. Its my 5th candidate that does this. Is this common behavior? Does everyone go thru this when hiring? This is only my second management position and the first came with a full staff so its my first time hiring for multiple positions.","Bro, that is so weird. Why the heck would someone ask to get interviewed and then just never show up ever? What job are you even managing by the way, that is so weird that you got hired to simply hire other people. You shouldn’t be placed in a position like that. Have you tried asking for help internally about the issue? Beyond these slew of questions, it seems that you are a bit stressed about the situation since you can’t even do your job without people being hired. Final questions : how are these people applying to the job by the way? Is there any type of new info that is presented in between their application process and interview request?",gpt_low,"Yes, sometimes candidates don't show up for interviews. It's not entirely uncommon. You might want to look into how you're scheduling these interviews or where you're finding your candidates. Maybe there's something about the job description or the company that's not appealing to them.",1,44,2.21,86.82,89.39,55.62,11,29.55,100,75,63.64,20.45,11.36,0,0,9.09,0,2.27,9.09,11.36,4.55,0,13.64,15.91,13.64,4.55,6.82,20.45,4.55,2.27,0,0,0,0,29.55,2.27,27.27,4.55,2.27,2.27,13.64,2.27,9.09,0,2.27,2.27,0,0,0,0,0,0,0,0,25,6.82,0,0,0,0,6.82,15.91,0,0,0,0,4.55,4.55,0,0,11.36,0,0,11.36,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,4.55,13.64,2.27,0,9.09,4.55,0,0,4.55,0,13.64,2.27,2.27,0,2.27,0,0,25,9.09,2.27,0,0,13.64,0,0
2,work,145,"Hey I just wanted to confirm and see if this is common or its just me. I am currently managing a team in a small office. Well, I should be at least. There is no team. I'm trying to hire the team. But every time an interview gets scheduled, they don't show up. Don't call, nothing. I even do Zoom interviews if that's more convenient for them. I'm currently waiting on a candidate to join the zoom meeting while I type this ( been 10 minutes now). Even though she confirmed she would be joining at 9.02 this morning. TF is going on. Its my 5th candidate that does this. Is this common behavior? Does everyone go thru this when hiring? This is only my second management position and the first came with a full staff so its my first time hiring for multiple positions.","Bro, that is so weird. Why the heck would someone ask to get interviewed and then just never show up ever? What job are you even managing by the way, that is so weird that you got hired to simply hire other people. You shouldn’t be placed in a position like that. Have you tried asking for help internally about the issue? Beyond these slew of questions, it seems that you are a bit stressed about the situation since you can’t even do your job without people being hired. Final questions : how are these people applying to the job by the way? Is there any type of new info that is presented in between their application process and interview request?",gpt_high,"I can sense the frustration and confusion you must be feeling right now. It's incredibly disheartening to prepare for interviews, to invest your time and hope into the potential of building a strong team, only to be met with silence and no-shows. This isn't just an inconvenience; it's a reflection of the challenges and unpredictability you're facing in your new leadership role. It's not common to have such a consistent pattern of candidates not showing up, and it's understandable that this experience is making you question the norms of the hiring process. It's clear that this is more than a logistical issue. It's impacting your confidence in your ability to form the team you envision. Please know that while it's not typical for every hiring manager to go through this, it does happen, and it's not a reflection of your capabilities. Your dedication to finding the right fit for your team is commendable, and I'm here to support you through this process. Let's explore some strategies to improve candidate engagement and ensure that your time and efforts are respected.",1,179,34.58,95.36,19.63,80.06,19.89,26.26,91.06,68.16,59.22,18.99,8.94,1.12,0.56,7.26,0,0,10.06,18.99,7.26,0,13.97,12.29,2.79,6.15,2.79,17.88,3.91,2.23,8.94,2.79,4.47,2.23,15.08,0.56,13.97,5.03,1.12,2.23,2.23,1.68,3.35,0,7.26,5.59,1.68,2.79,1.12,1.68,0,0.56,0.56,0,16.2,5.59,3.35,0.56,0,0.56,1.12,12.29,0,0,0,0,1.12,1.12,0,0,3.91,0,0,3.91,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0.56,5.03,7.82,0.56,1.12,3.35,1.68,0.56,1.12,1.68,0.56,10.61,1.68,0,0,0,0,0,16.2,5.03,3.35,0,0,6.7,1.12,0
3,work,112,"My boss scolded me for sending an invoice to the wrong email address (same person) The client have 2 companies, one main work and the other one is her side hustle. I was scolded for sending an invoice to her main work email and the invoice was for her other company.

In my defense, this was never communicated with me in the first place. Our system automatically pulled the “main work” email because the side hustle company is new and is not yet registered in our system. Mind you, it’s the same exact name.

I apologized even though I was never informed, because yeah that’s what you do if you need the job lol","It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment.",human,"It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment. I also want to point out how you chose to apologize and take responsibility. That shows a lot of guts and maturity in my opinion.  While it's easy to remember that everyone makes mistakes, the important part is how we handle those mistakes.",1,165,22.17,98.58,50.45,3.06,16.5,16.36,94.55,75.76,58.79,21.82,12.73,2.42,0.61,9.7,0,0,9.09,17.58,6.67,0,11.52,7.88,6.67,6.06,2.42,19.39,4.24,4.24,6.67,0.61,0.61,5.45,20.61,1.21,19.39,6.06,3.64,4.24,3.03,0.61,3.64,0.61,6.06,1.82,4.24,1.82,0.61,1.21,0,0.61,0.61,0,22.42,7.88,0.61,0.61,1.21,1.82,4.24,14.55,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0.61,0,0,0,0,0,0,0,0,0.61,1.21,1.82,0,0,0,0,0,0,4.24,6.67,1.21,0.61,4.85,0,0,0.61,4.85,6.67,4.85,0.61,0,0,0,0,0,12.12,4.85,1.21,1.21,0,3.03,1.82,0
3,work,112,"My boss scolded me for sending an invoice to the wrong email address (same person) The client have 2 companies, one main work and the other one is her side hustle. I was scolded for sending an invoice to her main work email and the invoice was for her other company.

In my defense, this was never communicated with me in the first place. Our system automatically pulled the “main work” email because the side hustle company is new and is not yet registered in our system. Mind you, it’s the same exact name.

I apologized even though I was never informed, because yeah that’s what you do if you need the job lol","It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment.",gpt_base,"I'm really sorry to hear that you were scolded for something that seems to have been a genuine oversight and not a mistake on your part. It's understandable that you would use the information available to you in the system, especially if the new details hadn't been communicated or updated. It's commendable that you chose to apologize and take responsibility, even though you were not informed of the change. That shows a lot of professionalism on your part.
 
 Remember, everyone makes mistakes, and it's how we handle them that truly matters. It's also important for processes to be updated to prevent such situations. Perhaps this incident could be an opportunity to suggest a review of how new client information is communicated and recorded. Hang in there, and don't be too hard on yourself. You're doing your best with the information you were given.",1,143,14.06,88.92,50.45,64.31,15.89,24.48,94.41,78.32,64.34,18.88,9.79,0.7,0.7,7.69,0,0.7,9.09,15.38,6.99,0,12.59,14.69,7.69,6.29,2.8,21.68,5.59,3.5,4.2,0.7,1.4,2.1,25.87,0.7,25.17,8.39,4.2,2.8,3.5,1.4,5.59,0.7,5.59,4.2,1.4,0,0,0,0,0,0,0,14.69,4.2,1.4,0.7,0.7,0.7,1.4,10.49,0,0,0,0,0,0,0,0,2.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.7,0.7,0,2.8,4.9,0.7,0,2.8,0,0.7,0.7,3.5,7.69,6.99,0,0,0,0,0,0,15.38,6.29,3.5,0,0,5.59,0,0
3,work,112,"My boss scolded me for sending an invoice to the wrong email address (same person) The client have 2 companies, one main work and the other one is her side hustle. I was scolded for sending an invoice to her main work email and the invoice was for her other company.

In my defense, this was never communicated with me in the first place. Our system automatically pulled the “main work” email because the side hustle company is new and is not yet registered in our system. Mind you, it’s the same exact name.

I apologized even though I was never informed, because yeah that’s what you do if you need the job lol","It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment.",llama_base,"Oh no, that sounds like a frustrating situation! It's understandable that you would apologize, even if you weren't informed, in order to maintain a positive professional relationship. It's important to communicate your concerns and clarify any misunderstandings with your boss. It might be helpful to have a conversation with your boss to explain the situation and express your concerns. You could say something like, ""I wanted to talk to you about the invoice I sent to the wrong email address. I understand that it was not the correct email for the client's main work company, and I apologize for any inconvenience this may have caused. I want to make sure that I'm using the correct information for future invoices. Can you please let me know the correct email address for the client's side hustle company?"" Remember to approach the conversation with a solution-focused mindset and a willingness to learn and improve. Your boss may appreciate your proactive approach and willingness to take responsibility for your actions.",1,166,66.76,90.15,18.86,37.57,16.6,29.52,90.96,69.28,53.61,17.47,11.45,4.22,0,7.23,0,0,6.02,17.47,8.43,0,13.86,8.43,1.2,4.22,1.81,19.28,4.22,0,6.02,0.6,1.81,3.61,19.88,0.6,19.28,7.23,1.81,3.01,4.22,0,1.81,0.6,3.61,2.41,1.2,1.2,0.6,0.6,0,0.6,0,0,22.89,10.84,3.01,1.81,0,0.6,6.63,10.84,0,0,0,0,1.81,0,0,1.81,6.02,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.6,0,0,0,0,0,0,6.02,4.22,1.2,1.2,1.2,0,0.6,0,0.6,4.82,2.41,3.61,0.6,0,0,0.6,0,14.46,4.82,3.01,0.6,0.6,3.61,1.81,0
3,work,112,"My boss scolded me for sending an invoice to the wrong email address (same person) The client have 2 companies, one main work and the other one is her side hustle. I was scolded for sending an invoice to her main work email and the invoice was for her other company.

In my defense, this was never communicated with me in the first place. Our system automatically pulled the “main work” email because the side hustle company is new and is not yet registered in our system. Mind you, it’s the same exact name.

I apologized even though I was never informed, because yeah that’s what you do if you need the job lol","It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment.",mistral_base,"I'm sorry to hear that you made an error with the email address for sending an invoice. It can be confusing when clients have multiple companies or email addresses, especially if they're not clearly distinguished in your system. I understand that you apologized even though the mistake was not your fault. It's important to communicate openly with your boss about the situation and offer a solution, such as re-sending the invoice to the correct email address. Remember, mistakes happen and it's how we handle them that matters. Let's focus on moving forward and learning from this experience.",1,97,24.23,92.72,19.6,4.31,16.17,28.87,88.66,69.07,56.7,18.56,11.34,2.06,2.06,5.15,0,2.06,7.22,16.49,8.25,0,11.34,9.28,7.22,8.25,2.06,16.49,5.15,1.03,5.15,2.06,1.03,2.06,21.65,0,19.59,5.15,2.06,3.09,3.09,1.03,5.15,1.03,4.12,1.03,3.09,1.03,0,1.03,0,0,0,0,21.65,11.34,5.15,1.03,0,0,4.12,13.4,0,0,0,0,3.09,0,0,3.09,3.09,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,5.15,1.03,1.03,2.06,0,1.03,0,1.03,4.12,6.19,0,0,0,0,0,0,15.46,6.19,3.09,0,0,5.15,1.03,0
3,work,112,"My boss scolded me for sending an invoice to the wrong email address (same person) The client have 2 companies, one main work and the other one is her side hustle. I was scolded for sending an invoice to her main work email and the invoice was for her other company.

In my defense, this was never communicated with me in the first place. Our system automatically pulled the “main work” email because the side hustle company is new and is not yet registered in our system. Mind you, it’s the same exact name.

I apologized even though I was never informed, because yeah that’s what you do if you need the job lol","It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment.",gpt_low,"Just make sure to double-check next time. It's not a big deal, and it's not like you did it on purpose. Just update the system with the correct email and move on.",1,32,52.84,11.66,32.54,,10.67,9.38,96.88,81.25,62.5,12.5,3.13,0,0,3.13,0,0,9.38,12.5,9.38,3.13,15.63,9.38,6.25,6.25,6.25,18.75,9.38,6.25,0,0,0,0,12.5,0,12.5,0,3.13,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,3.13,0,0,0,0,3.13,3.13,0,0,0,0,3.13,0,0,3.13,3.13,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,9.38,6.25,3.13,0,0,0,0,6.25,3.13,6.25,6.25,0,0,0,0,0,21.88,9.38,3.13,0,0,6.25,3.13,0
3,work,112,"My boss scolded me for sending an invoice to the wrong email address (same person) The client have 2 companies, one main work and the other one is her side hustle. I was scolded for sending an invoice to her main work email and the invoice was for her other company.

In my defense, this was never communicated with me in the first place. Our system automatically pulled the “main work” email because the side hustle company is new and is not yet registered in our system. Mind you, it’s the same exact name.

I apologized even though I was never informed, because yeah that’s what you do if you need the job lol","It sucks that you got scolded by your boss unfairly. I personally hate the way jobs work in the corporate “boss to employee” sense because it really takes away self-respect and almost forces you to wear a mask in front of your boss. Your final line saying that what you did was needed to keep the job is a little sad. Did you clarify that you didn’t know and that you weren’t informed about the issue? Maybe if you have the chance you could go speak to your boss again later next week speaking about the situation. Has your boss every scolded you unfairly before? Regardless, I hope that this isn’t a repeating pattern and you don’t deserve that type of treatment.",gpt_high,"I can only imagine how frustrating and unfair it must have felt to be reprimanded for an error that stemmed from a lack of communication, rather than negligence on your part. It's disheartening when you're held accountable for something that wasn't clearly outlined, especially when you're trying to navigate a new client's details. Your initiative to apologize, despite the oversight not being yours, shows remarkable professionalism and a strong commitment to maintaining a positive relationship with your client. It's admirable that you're able to see the bigger picture and prioritize your job security, even when it means shouldering blame undeservedly. If you need to talk more about how to handle situations like this in the future or just need to vent, I'm here to listen and support you.",1,128,30.09,87.7,9.63,12.13,25.6,25.78,92.19,72.66,58.59,16.41,9.38,1.56,0,7.81,0,0,7.03,13.28,6.25,0,15.63,9.38,10.16,7.81,1.56,17.97,6.25,2.34,7.81,1.56,3.13,3.91,19.53,0,19.53,3.91,1.56,5.47,2.34,2.34,5.47,0,8.59,3.91,4.69,1.56,0,1.56,0,0.78,0.78,0,17.97,7.03,1.56,0.78,0.78,2.34,1.56,10.16,0,0,0,0,0,0,0,0,3.91,0,0,3.91,0,0,0.78,0,0,0,0,0,0,0,0,1.56,0,0,0.78,0,0,0,0.78,0.78,4.69,6.25,2.34,0,1.56,1.56,0.78,0.78,3.91,3.91,6.25,0.78,0,0,0,0,0,14.84,3.91,4.69,0,0,6.25,0,0
4,work,91,"I've been applying to many and got a handful of interviews. There's one interview that was promising, but I didn't hear back from them. I do have a degree in film, but it's not getting me anywhere. I kept getting offered to work for experience. My brother got me a job at a factory and I start this Thursday. It's okay looking, but I don't care about the job. My parents are happy for me. I just don't give a shit about my new job. Has anyone been in situation before?","Hey dude, just treat this factory job as an “inbetween job.” Tons of people do that, and there are also tons of people that do jobs to just make ends meet, so don’t worry about it. Based off your tone though, you seem to be apathetic about your situation. Do you feel down about the other previous interviews you had? Regardless, I think taking a more optimistic approach to your situation would be more helpful. If you don’t care about your new job, then why are you taking it then? Do you need the money from this whole new factory job? What value does this new job bring to you and do you value that type of value? Maybe a first step is to realize and recognize what you value in a job and if this upcoming job adds no value beyond money, then just treat it as an inbetween job and look elsewhere while you work there.",human,"Hey dude, just treat this factory job as an “inbetween job.” Tons of people do that, and there are also tons of people that do jobs to just make ends meet, so don’t worry about it. Based off your tone though, you seem to be apathetic about your situation. Do you feel down about the other previous interviews you had? Regardless, I think taking a more optimistic approach to your situation would be more helpful. If you don’t care about your new job, then why are you taking it then? Do you need the money from this whole new factory job? What value does this new job bring to you and do you value that type of value? Maybe the first step is to realize and recognize what you value in a job and if this upcoming job adds no value beyond money, then just treat it as an in-between job and look elsewhere while you work there. Beyond that though, the realization and recognition step is really difficult to actualize, and to have a misalignment with your career and passion will always be a challenge. The present time is never the end. Remember that.",1,195,14.06,88.79,56.16,43.1,16.25,13.33,92.82,75.9,61.03,15.38,8.21,0.51,0,7.69,0,0,7.18,15.9,6.15,0.51,11.79,10.26,10.77,10.26,2.05,19.49,6.15,3.59,1.54,0,1.54,0,15.9,1.54,13.85,4.62,1.54,1.03,2.05,0.51,3.59,0.51,6.67,4.1,2.56,2.56,0.51,2.05,0.51,0,1.03,0,10.77,2.56,0.51,0,0,0,1.03,8.21,0,0.51,0,0.51,0,0,0,0,7.18,0,0,7.18,0,0,0,0,0,0,0,0,0,0,0,0.51,0,1.03,0,0,1.03,0,0,0,7.18,5.64,0.51,2.05,3.08,0.51,0,0,6.15,2.05,6.15,1.03,1.03,1.03,0,0,0,13.33,4.1,4.62,2.05,0,1.03,1.54,0
4,work,91,"I've been applying to many and got a handful of interviews. There's one interview that was promising, but I didn't hear back from them. I do have a degree in film, but it's not getting me anywhere. I kept getting offered to work for experience. My brother got me a job at a factory and I start this Thursday. It's okay looking, but I don't care about the job. My parents are happy for me. I just don't give a shit about my new job. Has anyone been in situation before?","Hey dude, just treat this factory job as an “inbetween job.” Tons of people do that, and there are also tons of people that do jobs to just make ends meet, so don’t worry about it. Based off your tone though, you seem to be apathetic about your situation. Do you feel down about the other previous interviews you had? Regardless, I think taking a more optimistic approach to your situation would be more helpful. If you don’t care about your new job, then why are you taking it then? Do you need the money from this whole new factory job? What value does this new job bring to you and do you value that type of value? Maybe a first step is to realize and recognize what you value in a job and if this upcoming job adds no value beyond money, then just treat it as an inbetween job and look elsewhere while you work there.",gpt_base,"It sounds like you're going through a really challenging time, and it's completely understandable to feel disheartened when your career isn't aligning with your passions and education. It's tough when you've put in the effort for your degree and the opportunities you're hoping for aren't materializing as you'd like. Many people have been in similar situations, where they've had to take jobs outside of their field to make ends meet. It's okay to feel upset about it; your feelings are valid.
 
 Remember, though, that this factory job doesn't have to be the end of your journey. It can be a stepping stone, providing you with financial stability while you continue to pursue opportunities in film. Keep networking, creating, and applying for film-related jobs in your free time. Your passion is clear, and with persistence, you'll increase your chances of breaking into the industry you love. Hang in there, and don't lose sight of your dreams.",1,155,27.33,99,54.27,79.59,17.22,21.29,90.97,72.26,57.42,17.42,12.26,0,0,10.97,0,1.29,5.16,12.26,3.87,0,18.06,14.19,5.16,7.1,2.58,23.87,5.81,1.29,4.52,0,4.52,0,10.97,0,10.97,3.23,0.65,1.29,1.29,1.29,2.58,0.65,7.74,5.81,1.94,3.87,2.58,1.29,0,0,1.29,0,14.19,1.29,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,8.39,2.58,0,5.16,0.65,0,0,0,0,0,0,0,0,0,0,1.29,0.65,0.65,1.29,0,0,1.29,0.65,1.29,7.74,11.61,0,1.94,6.45,0.65,0.65,1.94,5.81,3.87,9.68,1.94,0.65,0,0.65,0,0,21.94,5.81,6.45,0,0,8.39,1.29,0
